Date,RegionID,RegionName,RegionType,StateName,MonthlyTotalCases,MonthlyTotalDeaths,MonthlyAvgCases,MonthlyAvgDeaths
2020-06-30,46,South Dakota,State,SD,177958,2282,5931.933333333333,76.06666666666666
2020-06-30,47,Tennessee,State,TN,956724,14450,31890.8,481.6666666666667
2020-06-30,48,Texas,State,TX,3090759,62054,103025.3,2068.4666666666667
2020-06-30,49,Utah,State,UT,464269,4294,15475.633333333333,143.13333333333333
2020-06-30,51,Virginia,State,VA,1644315,47056,54810.5,1568.5333333333333
2020-06-30,50,Vermont,State,VT,33551,1663,1118.3666666666666,55.43333333333333
2020-06-30,53,Washington,State,WA,845988,36893,28199.6,1229.7666666666667
2020-06-30,55,Wisconsin,State,WI,761387,21236,25379.566666666666,707.8666666666667
2020-06-30,54,West Virginia,State,WV,71793,2613,2393.1,87.1
2020-06-30,56,Wyoming,State,WY,33714,555,1123.8,18.5
2020-07-31,2,Alaska,State,AK,67633,496,2181.7096774193546,16.0
2020-07-31,1,Alabama,State,AL,1918336,38436,61881.8064516129,1239.8709677419354
2020-07-31,5,Arkansas,State,AR,972426,10829,31368.58064516129,349.3225806451613
2020-07-31,4,Arizona,State,AZ,4105142,79906,132423.93548387097,2577.6129032258063
2020-07-31,6,California,State,CA,11404982,232621,367902.6451612903,7503.903225806452
2020-07-31,8,Colorado,State,CO,1215655,54290,39214.67741935484,1751.2903225806451
2020-07-31,9,Connecticut,State,CT,1483675,135762,47860.48387096774,4379.419354838709
2020-07-31,11,District of Columbia,State,DC,345436,17731,11143.09677419355,571.9677419354839
2020-07-31,10,Delaware,State,DE,410198,16554,13232.193548387097,534.0
2020-07-31,12,Florida,State,FL,9746638,149112,314407.67741935485,4810.064516129032
2020-07-31,13,Georgia,State,GA,3794129,96401,122391.25806451614,3109.7096774193546
2020-07-31,15,Hawaii,State,HI,41333,673,1333.3225806451612,21.70967741935484
2020-07-31,19,Iowa,State,IA,1152156,24212,37166.32258064516,781.0322580645161
2020-07-31,16,Idaho,State,ID,412314,3800,13300.451612903225,122.58064516129032
2020-07-31,17,Illinois,State,IL,4987937,230706,160901.1935483871,7442.129032258064
2020-07-31,18,Indiana,State,IN,1745006,86855,56290.51612903226,2801.7741935483873
2020-07-31,20,Kansas,State,KS,663964,9654,21418.1935483871,311.4193548387097
2020-07-31,21,Kentucky,State,KY,694134,20877,22391.41935483871,673.4516129032259
2020-07-31,22,Louisiana,State,LA,2696554,109304,86985.6129032258,3525.935483870968
2020-07-31,25,Massachusetts,State,MA,3498717,259483,112861.83870967742,8370.41935483871
2020-07-31,24,Maryland,State,MD,2391813,103834,77155.25806451614,3349.483870967742
2020-07-31,23,Maine,State,ME,112034,3546,3614.0,114.38709677419355
2020-07-31,26,Michigan,State,MI,2483179,196370,80102.54838709677,6334.5161290322585
2020-07-31,27,Minnesota,State,MN,1388670,48459,44795.8064516129,1563.1935483870968
2020-07-31,29,Missouri,State,MO,1053767,35764,33992.48387096774,1153.6774193548388
2020-07-31,28,Mississippi,State,MS,1279092,40931,41261.032258064515,1320.3548387096773
2020-07-31,30,Montana,State,MT,71052,1109,2292.0,35.774193548387096
2020-07-31,37,North Carolina,State,NC,2908111,50375,93810.03225806452,1625.0
2020-07-31,38,North Dakota,State,ND,149692,2956,4828.774193548387,95.35483870967742
2020-07-31,31,Nebraska,State,NE,691529,9469,22307.387096774193,305.4516129032258
2020-07-31,33,New Hampshire,State,NH,190987,12246,6160.870967741936,395.03225806451616
2020-07-31,34,New Jersey,State,NJ,5527664,482461,178311.74193548388,15563.258064516129
2020-07-31,35,New Mexico,State,NM,504146,17513,16262.774193548386,564.9354838709677
2020-07-31,32,Nevada,State,NV,1014765,19854,32734.354838709678,640.4516129032259
2020-07-31,36,New York,State,NY,12690287,995461,409364.0967741936,32111.645161290322
2020-07-31,39,Ohio,State,OH,2204116,97128,71100.51612903226,3133.1612903225805
2020-07-31,40,Oklahoma,State,OK,738132,13870,23810.709677419356,447.4193548387097
2020-07-31,41,Oregon,State,OR,421377,7946,13592.806451612903,256.3225806451613
2020-07-31,42,Pennsylvania,State,PA,3210520,217270,103565.16129032258,7008.709677419355
2020-07-31,44,Rhode Island,State,RI,549884,30536,17738.1935483871,985.0322580645161
2020-07-31,45,South Carolina,State,SC,1978230,35108,63813.87096774193,1132.516129032258
2020-07-31,46,South Dakota,State,SD,240095,3471,7745.0,111.96774193548387
2020-07-31,47,Tennessee,State,TN,2204796,24839,71122.45161290323,801.258064516129
2020-07-31,48,Texas,State,TX,9496585,126673,306341.4516129032,4086.2258064516127
2020-07-31,49,Utah,State,UT,988673,7305,31892.677419354837,235.6451612903226
2020-07-31,51,Virginia,State,VA,2330822,61641,75187.80645161291,1988.4193548387098
2020-07-31,50,Vermont,State,VT,41004,1738,1322.7096774193549,56.064516129032256
2020-07-31,53,Washington,State,WA,1439072,46101,46421.67741935484,1487.1290322580646
2020-07-31,55,Wisconsin,State,WI,1357567,26417,43792.48387096774,852.1612903225806
2020-07-31,54,West Virginia,State,WV,145677,3101,4699.258064516129,100.03225806451613
2020-07-31,56,Wyoming,State,WY,63980,710,2063.8709677419356,22.903225806451612
2020-08-31,2,Alaska,State,AK,154871,843,4995.8387096774195,27.193548387096776
2020-08-31,1,Alabama,State,AL,3355858,58883,108253.48387096774,1899.4516129032259
2020-08-31,5,Arkansas,State,AR,1633930,19077,52707.41935483871,615.3870967741935
2020-08-31,4,Arizona,State,AZ,5951480,138063,191983.2258064516,4453.645161290323
2020-08-31,6,California,State,CA,19168697,349458,618345.0645161291,11272.838709677419
2020-08-31,8,Colorado,State,CO,1642292,58799,52977.16129032258,1896.741935483871
2020-08-31,9,Connecticut,State,CT,1585462,138000,51143.93548387097,4451.612903225807
2020-08-31,11,District of Columbia,State,DC,407849,18495,13156.41935483871,596.6129032258065
2020-08-31,10,Delaware,State,DE,503506,18439,16242.129032258064,594.8064516129032
2020-08-31,12,Florida,State,FL,17469880,287667,563544.5161290322,9279.58064516129
2020-08-31,13,Georgia,State,GA,6755964,142202,217934.32258064515,4587.1612903225805
2020-08-31,15,Hawaii,State,HI,156872,1257,5060.387096774193,40.54838709677419
2020-08-31,19,Iowa,State,IA,1651099,30669,53261.25806451613,989.3225806451613
2020-08-31,16,Idaho,State,ID,848552,8590,27372.645161290322,277.0967741935484
2020-08-31,17,Illinois,State,IL,6477545,247518,208953.06451612903,7984.451612903225
2020-08-31,18,Indiana,State,IN,2546792,97177,82154.58064516129,3134.7419354838707
2020-08-31,20,Kansas,State,KS,1086757,12644,35056.67741935484,407.8709677419355
2020-08-31,21,Kentucky,State,KY,1272814,26308,41058.51612903226,848.6451612903226
2020-08-31,22,Louisiana,State,LA,4228513,139101,136403.64516129033,4487.129032258064
2020-08-31,25,Massachusetts,State,MA,3824563,273880,123373.0,8834.838709677419
2020-08-31,24,Maryland,State,MD,3103859,112721,100124.48387096774,3636.1612903225805
2020-08-31,23,Maine,State,ME,129919,3951,4190.935483870968,127.45161290322581
2020-08-31,26,Michigan,State,MI,3165462,204451,102111.67741935483,6595.193548387097
2020-08-31,27,Minnesota,State,MN,2020252,54441,65169.41935483871,1756.1612903225807
2020-08-31,29,Missouri,State,MO,2121856,45188,68446.96774193548,1457.6774193548388
2020-08-31,28,Mississippi,State,MS,2235453,64526,72111.3870967742,2081.483870967742
2020-08-31,30,Montana,State,MT,177325,2566,5720.1612903225805,82.7741935483871
2020-08-31,37,North Carolina,State,NC,4509937,73585,145481.83870967742,2373.7096774193546
2020-08-31,38,North Dakota,State,ND,273194,3967,8812.709677419354,127.96774193548387
2020-08-31,31,Nebraska,State,NE,939396,11402,30303.09677419355,367.80645161290323
2020-08-31,33,New Hampshire,State,NH,215935,13146,6965.645161290323,424.06451612903226
2020-08-31,34,New Jersey,State,NJ,5859177,492942,189005.70967741936,15901.354838709678
2020-08-31,35,New Mexico,State,NM,721859,22130,23285.774193548386,713.8709677419355
2020-08-31,32,Nevada,State,NV,1877885,33381,60576.93548387097,1076.8064516129032
2020-08-31,36,New York,State,NY,13329072,1005469,429970.06451612903,32434.483870967742
2020-08-31,39,Ohio,State,OH,3343527,118706,107855.70967741935,3829.2258064516127
2020-08-31,40,Oklahoma,State,OK,1492560,20766,48147.096774193546,669.8709677419355
2020-08-31,41,Oregon,State,OR,713551,12219,23017.774193548386,394.16129032258067
2020-08-31,42,Pennsylvania,State,PA,3985340,233003,128559.35483870968,7516.225806451613
2020-08-31,44,Rhode Island,State,RI,635058,31771,20485.74193548387,1024.8709677419354
2020-08-31,45,South Carolina,State,SC,3278566,70086,105760.19354838709,2260.8387096774195
2020-08-31,46,South Dakota,State,SD,326993,4707,10548.161290322581,151.83870967741936
2020-08-31,47,Tennessee,State,TN,4014961,42831,129514.87096774194,1381.6451612903227
2020-08-31,48,Texas,State,TX,17220155,320762,555488.8709677419,10347.161290322581
2020-08-31,49,Utah,State,UT,1445189,11327,46619.0,365.38709677419354
2020-08-31,51,Virginia,State,VA,3291471,74189,106176.48387096774,2393.1935483870966
2020-08-31,50,Vermont,State,VT,46881,1793,1512.2903225806451,57.83870967741935
2020-08-31,53,Washington,State,WA,2150641,57397,69375.51612903226,1851.516129032258
